"","H9.1","H9.2","H9.3","OB.1","OB.2","OB.3","WT.1","WT.2","WT.3"
"1451712_at",3.305859,3.411843,3.568082,3.466607,3.202786,3.411843,3.470284,3.372513,3.663267
"1451713_a_at",3.347924,3.429247,3.347924,3.342071,3.347924,3.366914,3.347924,3.287416,3.4097
"1451714_a_at",9.472923,9.390548,9.575522,9.289227,9.598249,9.537331,9.579985,9.265379,9.47612
"1451715_at",5.058941,4.669204,4.945188,5.338714,5.994601,6.15014,4.670206,3.796655,4.984547
"1451716_at",8.113679,7.57863,7.995563,8.653639,9.12817,9.153841,7.819607,7.37399,7.903775
"1451717_s_at",6.636521,6.637742,6.508879,6.853035,6.650563,6.640808,6.753854,7.058983,6.606305
"1451718_at",4.012515,3.880999,4.672079,4.106033,3.901341,4.012515,4.192406,4.019182,3.897133
"1451719_at",3.060698,3.110343,2.993613,3.184789,2.993613,2.993613,2.993613,2.832559,2.934932
"1451720_at",6.991298,6.844366,6.782991,6.932305,6.815061,6.856327,7.016707,6.988913,6.89535
"1451721_a_at",7.321854,6.064159,6.500863,7.14955,6.74272,7.27529,6.454946,6.559505,6.433089
"1451722_s_at",6.670976,6.75542,7.036105,6.722492,6.793953,6.816878,6.930103,6.883815,6.760505
"1451723_at",5.58549,5.621798,5.276675,5.591685,5.746537,5.601643,5.558124,5.49296,5.806518
"1451724_at",5.463873,5.463873,5.79064,5.463873,5.539211,5.463873,5.593912,5.180825,5.407964
"1451725_a_at",6.215395,6.049702,6.020378,6.1755,6.053469,6.059609,5.91068,5.634846,6.02407
"1451726_at",6.277026,6.358946,6.110919,6.443884,6.388375,6.181456,6.474281,6.260706,6.461878
"1451727_at",5.118026,5.095146,4.947778,4.666279,5.020032,4.887676,5.02033,5.284017,5.144464
"1451728_at",7.779314,7.85637,7.822933,7.85485,8.030611,7.7267,8.179742,8.384197,7.932424
"1451729_at",4.626236,4.619725,4.619725,4.749896,4.590173,4.578181,4.637023,4.721226,4.590173
"1451730_at",4.882617,4.55169,4.714308,4.860786,4.61946,4.396402,4.733638,4.434109,5.095214
"1451731_at",9.344263,9.508295,9.834717,8.749828,9.627481,9.567405,9.366612,9.631096,9.564841
"1451732_at",4.633132,4.519796,4.439615,4.609052,4.609052,4.450619,4.533025,5.129857,4.860786
"1451733_at",3.551293,4.043968,3.88283,3.748372,3.864062,3.862028,3.739744,3.575892,3.659006
"1451734_a_at",3.278203,3.1988,3.501683,3.454548,3.398689,3.036477,3.40525,3.398689,3.398689
"1451735_at",5.514602,5.419674,5.445628,5.584251,5.584251,5.527775,5.495151,4.718389,5.395881
"1451736_a_at",8.6063,8.585959,8.443493,8.57457,8.694715,8.725724,8.497804,8.793485,8.749866
"1451737_at",6.007394,6.244869,6.350972,6.352676,6.490416,6.379669,6.20179,5.862366,6.287948
"1451738_at",5.707193,5.637397,5.261115,5.66726,5.498791,5.453795,5.470933,5.643627,5.604361
"1451739_at",3.151217,3.151217,2.968051,3.337483,3.059456,3.271209,3.104819,3.173956,2.968051
"1451740_at",7.870968,7.929961,7.989107,8.261674,8.13905,8.055372,7.885074,8.2255,8.012009
"1451741_a_at",7.179937,7.149402,7.060984,7.232228,7.114421,7.110039,7.141311,7.119743,7.044422
"1451742_a_at",11.77547,11.79963,11.4069,11.76483,12.17474,12.11845,11.56313,12.11125,11.97158
